COH_sample	batch	batch1	batch2	batch3
COH001730_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001731_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001732_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001733_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001734_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001735_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001736_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001737_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001738_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001739_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001740_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001741_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001742_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001743_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001744_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001745_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001746_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001747_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001748_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001749_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001750_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001751_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001752_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001753_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001754_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001755_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001756_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001757_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001758_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001759_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001760_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001761_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001762_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001763_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001764_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001765_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001766_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001767_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001768_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001769_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001770_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001771_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001772_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001773_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001774_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001775_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001776_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001777_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001778_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001779_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001780_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001781_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001782_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001783_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001784_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001785_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001786_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001787_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001788_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001789_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001790_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001791_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001792_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001793_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001794_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001795_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001796_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001797_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001798_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001799_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001800_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001801_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001802_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001803_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001804_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001805_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001806_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001807_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001808_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001809_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001810_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001811_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001812_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001813_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001814_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001815_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001816_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001817_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001818_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001819_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001820_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001821_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001822_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001823_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001824_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001825_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001826_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001827_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001828_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001829_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001830_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001831_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001832_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001833_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001834_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001835_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001836_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001837_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001838_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001839_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001840_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001841_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001842_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001843_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001844_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001845_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001846_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001847_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001848_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001849_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001850_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001851_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001852_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001853_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001854_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001855_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001856_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001857_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001858_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001859_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001860_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001861_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001862_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001863_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001864_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001865_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001866_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001867_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001868_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001869_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001870_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001871_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001872_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001873_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001874_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001875_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001876_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001877_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001878_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001879_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001880_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001881_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001882_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001883_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001884_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001885_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001886_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001887_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001888_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001889_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001890_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001891_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001892_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001893_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001894_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001895_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001896_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001897_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001898_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001899_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001900_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001901_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001902_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001903_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001904_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001905_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001906_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001907_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001908_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001909_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001910_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001911_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001912_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001913_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001914_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001915_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001916_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001917_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001918_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001919_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001920_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001921_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001922_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001923_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001924_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001925_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001926_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001927_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001928_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001929_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001930_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001931_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001932_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001933_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001934_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001935_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001936_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001937_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001938_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001939_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001940_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001941_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001942_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001943_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001944_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001945_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001946_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001947_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001948_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001949_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001950_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001951_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001952_D1	Unstranded_mRNA_PE75bp	Unstranded	mRNA	PE75bp
COH001953_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001954_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001955_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001956_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001957_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001958_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001959_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001960_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001961_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001962_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001963_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001964_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001965_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001966_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001967_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001968_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001969_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001970_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001971_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001972_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001973_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001974_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001975_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001976_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001977_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001978_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001979_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001980_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001981_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001982_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001983_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001984_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001985_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001986_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001987_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001988_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001989_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001990_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001991_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001992_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001993_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001994_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001995_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001996_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001997_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001998_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001999_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002000_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002001_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002002_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002003_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002004_D1	Unstranded_totalRNA_PE100bp	Unstranded	totalRNA	PE100bp
COH002005_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002006_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002007_D1	Unstranded_totalRNA_PE100bp	Unstranded	totalRNA	PE100bp
COH002008_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002009_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002010_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002011_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002012_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002013_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002014_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002015_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002016_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002017_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002018_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002019_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002020_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002021_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002022_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002023_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002024_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002025_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002026_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002027_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002028_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002029_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002030_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002031_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002032_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002033_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002034_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002035_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002036_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002037_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002038_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002039_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002040_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002041_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002042_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002043_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002044_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002045_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002046_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002047_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002048_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002049_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002050_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002051_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002052_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002053_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH002104_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002105_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002106_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002107_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002108_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002109_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002110_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH002111_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
