COH_sample	batch	batch1	batch2	batch3
COH000728_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000729_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000730_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000731_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000732_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000733_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000734_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000735_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000736_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000737_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000738_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000739_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000740_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000741_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000742_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000743_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000744_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000745_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000746_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000747_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000748_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000749_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000750_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000751_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000752_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000753_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000754_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000755_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000756_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000757_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000758_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000759_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000760_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000761_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000762_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000763_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000764_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000765_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000766_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000767_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000768_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000769_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000770_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000771_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000772_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000773_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000774_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000775_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000776_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000777_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000778_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000779_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000780_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000781_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000782_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000783_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000784_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000785_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000786_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000787_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000788_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000789_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000790_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000791_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000792_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000793_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000794_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000795_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000796_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000797_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000798_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000799_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000800_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000801_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000802_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000803_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000804_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000805_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000806_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000807_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000808_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000809_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000810_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000811_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000812_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000813_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000814_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000815_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000816_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000817_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000818_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000819_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000820_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000821_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000822_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000823_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000824_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000825_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000826_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000827_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000828_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000829_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000830_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000831_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000832_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000833_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000834_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000835_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000836_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000837_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000838_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000839_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000840_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000841_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000842_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000843_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000844_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000845_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000846_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000847_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000848_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000849_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000850_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000851_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000852_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000853_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000854_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000855_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000856_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000857_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000858_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000859_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000860_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000861_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000862_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000863_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000864_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000865_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000866_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000867_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000868_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000869_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000870_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000871_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000872_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000873_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000874_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000875_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000876_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000877_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000878_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000879_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000880_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000881_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000882_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000883_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000884_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000885_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000886_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000887_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000888_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000889_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000890_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000891_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000892_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000893_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000894_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000895_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000896_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000897_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000898_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000899_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000900_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000901_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000902_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000903_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000904_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000905_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000906_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000907_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000908_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000909_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000910_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000911_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000912_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000913_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000914_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000915_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000916_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000917_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000918_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000919_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000920_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000921_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000922_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000923_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000924_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000925_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000926_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000927_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000928_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000929_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000930_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000931_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000932_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000933_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000934_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000935_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000936_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000937_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000938_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000939_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000940_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000941_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000942_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000943_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000944_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000945_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000946_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000947_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000948_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000949_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000950_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000951_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000952_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000953_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000954_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000955_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000956_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000957_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000958_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000959_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000960_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000961_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000962_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000963_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000964_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000965_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000966_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000967_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000968_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000969_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000970_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000971_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000972_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000973_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000974_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000975_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000976_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000977_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000978_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000979_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000980_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000981_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000982_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000983_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000984_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000985_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000986_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000987_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000988_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000989_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH000990_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000991_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000992_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000993_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000994_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH000995_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000996_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000997_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000998_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH000999_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001000_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001001_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001002_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001003_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001004_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001005_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001006_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001007_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001008_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001009_D1	Stranded_mRNA_PE75bp	Stranded	mRNA	PE75bp
COH001010_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001011_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001012_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001013_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001014_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001015_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001016_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001017_D1	Stranded_totalRNA_PE100bp	Stranded	totalRNA	PE100bp
COH001018_D1	Unstranded_totalRNA_PE100bp	Unstranded	totalRNA	PE100bp
COH001019_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001020_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001021_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001022_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001023_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001024_D1	Unstranded_totalRNA_PE100bp	Unstranded	totalRNA	PE100bp
COH001025_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001026_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001027_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001028_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001029_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001030_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001031_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001032_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001033_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001034_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001035_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001036_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001037_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001038_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001039_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001040_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001041_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001042_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001043_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001044_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001045_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001046_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001047_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001048_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001049_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001050_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001051_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001052_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001053_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001054_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001055_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001056_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001057_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001058_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001059_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
COH001060_D1	Unstranded_mRNA_PE100bp	Unstranded	mRNA	PE100bp
